EGT_ID,EGT_UID,ELCODE,TAXGROUP,G_NAME,G_COMNAME,ORIGIN,PRESENCE,COMMENTS,HUC8_OLD,HUC8_WBD,CONV_DATA,DUP_FLAG,PCTOVRLAP,CONF_SCORE,CONFMETHOD,CONF_COM,CONF_EO,REFCODE1,SHORT_CIT1,NEW_DATA,NEW_RECTOT,NEW_SRC,NEW_COM,REFCODE2,SHORT_CIT2,CURR_EO,EOpost1978,EO_noDate
113439,2-113439,IMBIV16111,FWS-Freshwater Mussels,Epioblasma obliquata,Catspaw,Native,Absent,5 EO(s) intersected watershed with an average confidence of 1.8. Max EO overlap: 100%. Avg EO overlap: 60%. FWS range for Epioblasma obliquata obliquata has 13498043.3 acres in the HUC.,,05110003,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,5,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Present,Both current and historic EOs in watershed. 16 EO(s) intersected watershed with an average confidence of 2.38. Max EO overlap: 100%. Avg EO overlap: 56.56%. FWS range for Epioblasma torulosa rangiana has 150752399.1 acres in the HUC.,,05060001,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,16,EO,,,,,,
113439,2-113439,IMBIV16111,FWS-Freshwater Mussels,Epioblasma obliquata,Catspaw,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,05120108,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Present,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Epioblasma torulosa rangiana has 91546087.9 acres in the HUC.,,05050007,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Absent,2 EO(s) intersected watershed with an average confidence of 2.5. Max EO overlap: 99.75%. Avg EO overlap: 50%. FWS range for Epioblasma torulosa rangiana has 35206909.3 acres in the HUC.,,05050006,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,2,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,05040003,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
113439,2-113439,IMBIV16111,FWS-Freshwater Mussels,Epioblasma obliquata,Catspaw,Native,Present,Both current and historic EOs in watershed. 7 EO(s) intersected watershed with an average confidence of 0.71. Max EO overlap: 100%. Avg EO overlap: 57.14%.,,05130201,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,7,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Absent,7 EO(s) intersected watershed with an average confidence of 4.29. Max EO overlap: 100%. Avg EO overlap: 92.62%. FWS range for Epioblasma torulosa rangiana has 13915901.6 acres in the HUC.,,04120200,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,7,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,04100011,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
111102,2-111102,IMBIV16183,FWS-Freshwater Mussels,Epioblasma torulosa,Tubercled Blossom,Native,Absent,15 EO(s) intersected watershed with an average confidence of 3.53. Max EO overlap: 100%. Avg EO overlap: 58.66%.,,05120202,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,15,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Absent,2 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,05100101,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,2,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,Both current and historic EOs in watershed. 18 EO(s) intersected watershed with an average confidence of 4.61. Max EO overlap: 100%. Avg EO overlap: 44.44%.,,17070103,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,18,EO,,,,,,
108120,2-108120,IMBIV39041,FWS-Freshwater Mussels,Theliderma cylindrica cylindrica,Rabbitsfoot,Native,Absent,7 EO(s) intersected watershed with an average confidence of 4. Max EO overlap: 100%. Avg EO overlap: 57.17%. FWS range for Theliderma cylindrica cylindrica has 73862793.9 acres in the HUC.,,05120113,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,7,EO,,,,,,
105702,2-105702,AMAEB01031,FWS-Mammals,Sylvilagus palustris hefneri,Lower Keys Rabbit,Native,Present,Both current and historic EOs in watershed. 21 EO(s) intersected watershed with an average confidence of 4.57. Max EO overlap: 100%. Avg EO overlap: 85.71%. FWS range for Sylvilagus palustris hefneri has 27504130.2 acres in the HUC.,,03090203,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,21,EO,,,,,,
106000,2-106000,AFCNB01013,FWS-Freshwater and Anadromous Fishes,Crenichthys baileyi grandis,Hiko White River Springfish,Native,Present,2 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Crenichthys baileyi grandis has 59.1 acres in the HUC.,,15010011,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,2,EO,,,,,,
106000,2-106000,AFCNB01013,FWS-Freshwater and Anadromous Fishes,Crenichthys baileyi grandis,Hiko White River Springfish,Native,Present,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100.01%. Avg EO overlap: 100.01%. FWS range for Crenichthys baileyi grandis has 0.6 acres in the HUC.,,16060010,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
106099,2-106099,ARADB3613B,FWS-Reptiles,Thamnophis sirtalis tetrataenia,San Francisco Gartersnake,Native,Present,Both current and historic EOs in watershed. 3 EO(s) intersected watershed with an average confidence of 4.33. Max EO overlap: 100%. Avg EO overlap: 81.18%. FWS range for Thamnophis sirtalis tetrataenia has 3140311.8 acres in the HUC.,,18050003,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,3,EO,,,,,,
106099,2-106099,ARADB3613B,FWS-Reptiles,Thamnophis sirtalis tetrataenia,San Francisco Gartersnake,Native,Present,Both current and historic EOs in watershed. 16 EO(s) intersected watershed with an average confidence of 4.25. Max EO overlap: 100%. Avg EO overlap: 93.67%. FWS range for Thamnophis sirtalis tetrataenia has 7182916.1 acres in the HUC.,,18050004,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,16,EO,,,,,,
106099,2-106099,ARADB3613B,FWS-Reptiles,Thamnophis sirtalis tetrataenia,San Francisco Gartersnake,Native,Present,Both current and historic EOs in watershed. 63 EO(s) intersected watershed with an average confidence of 3.71. Max EO overlap: 100%. Avg EO overlap: 78.69%. FWS range for Thamnophis sirtalis tetrataenia has 16904825.4 acres in the HUC.,,18050006,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,63,EO,,,,,,
106162,2-106162,ABNME13012,FWS-Birds,Gallinula galeata sandvicensis,Hawaiian Common Gallinule,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Gallinula galeata sandvicensis has 3542514.5 acres in the HUC.,,20060000,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
106162,2-106162,ABNME13012,FWS-Birds,Gallinula galeata sandvicensis,Hawaiian Common Gallinule,Native,Absent,3 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Gallinula galeata sandvicensis has 2938122 acres in the HUC.,,20070000,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,3,EO,,,,,,
105162,2-105162,AFCHA02089,FWS-Freshwater and Anadromous Fishes,Oncorhynchus clarkii seleniris,Paiute Cutthroat Trout,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Oncorhynchus clarkii seleniris has 1139926.9 acres in the HUC.,,18040009,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,2 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,17070201,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,2,EO,,,,,,
105162,2-105162,AFCHA02089,FWS-Freshwater and Anadromous Fishes,Oncorhynchus clarkii seleniris,Paiute Cutthroat Trout,Native,Present,Both current and historic EOs in watershed. 2 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Oncorhynchus clarkii seleniris has 2349320.3 acres in the HUC.,,18040006,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,2,EO,,,,,,
100015,2-100015,AFCHA02084,FWS-Freshwater and Anadromous Fishes,Oncorhynchus clarkii stomias,Greenback Cutthroat Trout,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Oncorhynchus clarkii stomias has 101241.1 acres in the HUC.,,10180001,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,9 EO(s) intersected watershed with an average confidence of 4.78. Max EO overlap: 100%. Avg EO overlap: 77.78%.,,17070102,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,9,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,61 EO(s) intersected watershed with an average confidence of 4.38. Max EO overlap: 31.18%. Avg EO overlap: 1.64%.,,17060106,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,61,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,Both current and historic EOs in watershed. 79 EO(s) intersected watershed with an average confidence of 4.08. Max EO overlap: 100%. Avg EO overlap: 5.06%.,,17060105,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,79,EO,,,,,,
106466,2-106466,AFCHA0205B,FWS-Freshwater and Anadromous Fishes,Oncorhynchus tshawytscha pop. 7,Chinook Salmon - Sacramento River Winter Run,Native,Present,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,18020163,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
106514,2-106514,AFCHA02034,FWS-Freshwater and Anadromous Fishes,Oncorhynchus kisutch pop. 4,Coho Salmon - Central California Coast,Native,Present,3 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Oncorhynchus kisutch pop. 4 has 17620131 acres in the HUC.,,18010108,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,3,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,105 EO(s) intersected watershed with an average confidence of 4.01. Max EO overlap: 100%. Avg EO overlap: 4.76%.,,17060104,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,105,EO,,,,,,
106514,2-106514,AFCHA02034,FWS-Freshwater and Anadromous Fishes,Oncorhynchus kisutch pop. 4,Coho Salmon - Central California Coast,Native,Present,22 EO(s) intersected watershed with an average confidence of 2.41. Max EO overlap: 100%. Avg EO overlap: 59.04%. FWS range for Oncorhynchus kisutch pop. 4 has 7851168.4 acres in the HUC.,,18010110,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,22,EO,,,,,,
106514,2-106514,AFCHA02034,FWS-Freshwater and Anadromous Fishes,Oncorhynchus kisutch pop. 4,Coho Salmon - Central California Coast,Native,Present,4 EO(s) intersected watershed with an average confidence of 1.25. Max EO overlap: 100%. Avg EO overlap: 50%.,,18050005,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,4,EO,,,,,,
106514,2-106514,AFCHA02034,FWS-Freshwater and Anadromous Fishes,Oncorhynchus kisutch pop. 4,Coho Salmon - Central California Coast,Native,Present,7 EO(s) intersected watershed with an average confidence of 0.71. Max EO overlap: 100%. Avg EO overlap: 42.86%.,,18050006,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,7,EO,,,,,,
106400,2-106400,AFCJB37056,FWS-Freshwater and Anadromous Fishes,Rhinichthys osculus oligoporus,Clover Valley Speckled Dace,Native,Present,4 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Rhinichthys osculus oligoporus has 1157691.4 acres in the HUC.,,16060007,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,4,EO,,,,,,
104721,2-104721,AMAFA01011,FWS-Mammals,Aplodontia rufa nigra,Point Arena Mountain Beaver,Native,Present,Both current and historic EOs in watershed. 38 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Aplodontia rufa nigra has 9640917.2 acres in the HUC.,,18010108,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,38,EO,,,,,,
104295,2-104295,ABNME0501A,FWS-Birds,Rallus obsoletus yumanensis,Yuma Clapper Rail,Native,Present,Both current and historic EOs in watershed. 22 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Rallus obsoletus yumanensis has 183630463.8 acres in the HUC.,,15030104,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,22,EO,,,,,,
104295,2-104295,ABNME0501A,FWS-Birds,Rallus obsoletus yumanensis,Yuma Clapper Rail,Native,Present,Both current and historic EOs in watershed. 7 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 99.93%. FWS range for Rallus obsoletus yumanensis has 15963468.2 acres in the HUC.,,15030107,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,7,EO,,,,,,
974178,2-974178,AFCHA0502Q,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 28,Bull Trout - Coastal,Native,Present,Both current and historic EOs in watershed. 4 EO(s) intersected watershed with an average confidence of 4.25. Max EO overlap: 99.99%. Avg EO overlap: 29.62%.,,17070305,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,4,EO,,,,,,
974178,2-974178,AFCHA0502Q,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 28,Bull Trout - Coastal,Native,Present,Both current and historic EOs in watershed. 16 EO(s) intersected watershed with an average confidence of 3.88. Max EO overlap: 100%. Avg EO overlap: 42.6%.,,17070301,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,16,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Epioblasma torulosa rangiana has 9571559.2 acres in the HUC.,,04090005,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
104295,2-104295,ABNME0501A,FWS-Birds,Rallus obsoletus yumanensis,Yuma Clapper Rail,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,18090207,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
104295,2-104295,ABNME0501A,FWS-Birds,Rallus obsoletus yumanensis,Yuma Clapper Rail,Native,Present,Both current and historic EOs in watershed. 25 EO(s) intersected watershed with an average confidence of 4.92. Max EO overlap: 100%. Avg EO overlap: 98.96%. FWS range for Rallus obsoletus yumanensis has 119243608.6 acres in the HUC.,,18100204,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,25,EO,,,,,,
104405,2-104405,AMAFF01013,FWS-Mammals,Oryzomys palustris argentatus,Key Oryzomys,Native,Absent,8 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Oryzomys palustris pop. 3 has 12224057.9 acres in the HUC.,,03090203,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,8,EO,,,,,,
104657,2-104657,AMABA01102,FWS-Mammals,Sorex ornatus relictus,Buena Vista Lake Shrew,Native,Present,Both current and historic EOs in watershed. 4 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Sorex ornatus relictus has 3978769.9 acres in the HUC.,,18030003,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,4,EO,,,,,,
105162,2-105162,AFCHA02089,FWS-Freshwater and Anadromous Fishes,Oncorhynchus clarkii seleniris,Paiute Cutthroat Trout,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Oncorhynchus clarkii seleniris has 5257.3 acres in the HUC.,,18090102,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
104657,2-104657,AMABA01102,FWS-Mammals,Sorex ornatus relictus,Buena Vista Lake Shrew,Native,Present,Both current and historic EOs in watershed. 3 EO(s) intersected watershed with an average confidence of 4.33. Max EO overlap: 100%. Avg EO overlap: 68.78%. FWS range for Sorex ornatus relictus has 2136653.8 acres in the HUC.,,18030012,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,3,EO,,,,,,
106532,2-106532,AFCHA0209K,FWS-Freshwater and Anadromous Fishes,Oncorhynchus mykiss pop. 11,Steelhead - Central Valley,Native,Present,3 EO(s) intersected watershed with an average confidence of 1.67. Max EO overlap: 99.91%. Avg EO overlap: 64.87%.,,18020111,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,3,EO,,,,,,
104850,2-104850,AFCJB37052,FWS-Freshwater and Anadromous Fishes,Rhinichthys osculus lethoporus,Independence Valley Speckled Dace,Native,Present,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Rhinichthys osculus lethoporus has 357710.5 acres in the HUC.,,16060007,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
104923,2-104923,AFCAA01051,FWS-Freshwater and Anadromous Fishes,Acipenser transmontanus pop. 1,White Sturgeon - Kootenai River,Native,Present,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Acipenser transmontanus pop. 1 has 1523.9 acres in the HUC.,,17010104,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
104923,2-104923,AFCAA01051,FWS-Freshwater and Anadromous Fishes,Acipenser transmontanus pop. 1,White Sturgeon - Kootenai River,Native,Present,2 EO(s) intersected watershed with an average confidence of 3. Max EO overlap: 100%. Avg EO overlap: 50%.,,17010109,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,2,EO,,,,,,
974176,2-974176,AFCHA0502P,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 27,Bull Trout - Klamath Recovery Unit,Native,Present,Both current and historic EOs in watershed. 21 EO(s) intersected watershed with an average confidence of 4.48. Max EO overlap: 100%. Avg EO overlap: 52.38%.,,18010202,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,21,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,4 EO(s) intersected watershed with an average confidence of 4.25. Max EO overlap: 99.98%. Avg EO overlap: 25%.,,17070204,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,4,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,Both current and historic EOs in watershed. 19 EO(s) intersected watershed with an average confidence of 4.68. Max EO overlap: 99.99%. Avg EO overlap: 36.84%.,,17070203,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,19,EO,,,,,,
105154,2-105154,ABNMK01013,FWS-Birds,Antigone canadensis pulla,Mississippi Sandhill Crane,Native,Absent,29 EO(s) intersected watershed with an average confidence of 0.52. Max EO overlap: 100%. Avg EO overlap: 22.82%. FWS range for Antigone canadensis pulla has 2581036.1 acres in the HUC.,,03170006,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,29,EO,,,,,,
105154,2-105154,ABNMK01013,FWS-Birds,Antigone canadensis pulla,Mississippi Sandhill Crane,Native,Present,Both current and historic EOs in watershed. 56 EO(s) intersected watershed with an average confidence of 0.89. Max EO overlap: 100%. Avg EO overlap: 29.26%. FWS range for Antigone canadensis pulla has 4053168.3 acres in the HUC.,,03170009,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,56,EO,,,,,,
974174,2-974174,AFCHA0502N,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 26,Bull Trout - Mid-Columbia,Native,Present,Both current and historic EOs in watershed. 12 EO(s) intersected watershed with an average confidence of 4.67. Max EO overlap: 100%. Avg EO overlap: 66.66%.,,17070202,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,12,EO,,,,,,
105162,2-105162,AFCHA02089,FWS-Freshwater and Anadromous Fishes,Oncorhynchus clarkii seleniris,Paiute Cutthroat Trout,Native,Present,Both current and historic EOs in watershed. 2 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,16060010,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,2,EO,,,,,,
974176,2-974176,AFCHA0502P,FWS-Freshwater and Anadromous Fishes,Salvelinus confluentus pop. 27,Bull Trout - Klamath Recovery Unit,Native,Present,Both current and historic EOs in watershed. 10 EO(s) intersected watershed with an average confidence of 4.7. Max EO overlap: 100%. Avg EO overlap: 60%.,,18010203,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,10,EO,,,,,,
108120,2-108120,IMBIV39041,FWS-Freshwater Mussels,Theliderma cylindrica cylindrica,Rabbitsfoot,Native,Present,Both current and historic EOs in watershed. 6 EO(s) intersected watershed with an average confidence of 4. Max EO overlap: 100%. Avg EO overlap: 65.08%.,,05040002,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,6,EO,,,,,,
106584,2-106584,IMBIV16181,FWS-Freshwater Mussels,Epioblasma gubernaculum,Green Blossom,Native,Absent,9 EO(s) intersected watershed with an average confidence of 2. Max EO overlap: 100%. Avg EO overlap: 48.22%. FWS range for Epioblasma torulosa gubernaculum has 5239120 acres in the HUC.,,06010101,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,9,EO,,,,,,
106584,2-106584,IMBIV16181,FWS-Freshwater Mussels,Epioblasma gubernaculum,Green Blossom,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Epioblasma torulosa gubernaculum has 5068394.8 acres in the HUC.,,06010102,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
106584,2-106584,IMBIV16181,FWS-Freshwater Mussels,Epioblasma gubernaculum,Green Blossom,Native,Absent,4 EO(s) intersected watershed with an average confidence of 1.25. Max EO overlap: 100%. Avg EO overlap: 66.51%. FWS range for Epioblasma torulosa gubernaculum has 18618588.9 acres in the HUC.,,06010104,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,4,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,05120203,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
106584,2-106584,IMBIV16181,FWS-Freshwater Mussels,Epioblasma gubernaculum,Green Blossom,Native,Absent,3 EO(s) intersected watershed with an average confidence of 3.33. Max EO overlap: 100%. Avg EO overlap: 86.04%. FWS range for Epioblasma torulosa gubernaculum has 11479992.3 acres in the HUC.,,06010108,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,3,EO,,,,,,
106584,2-106584,IMBIV16181,FWS-Freshwater Mussels,Epioblasma gubernaculum,Green Blossom,Native,Absent,26 EO(s) intersected watershed with an average confidence of 2.04. Max EO overlap: 100%. Avg EO overlap: 34.61%. FWS range for Epioblasma torulosa gubernaculum has 25749614.7 acres in the HUC.,,06010205,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,26,EO,,,,,,
106584,2-106584,IMBIV16181,FWS-Freshwater Mussels,Epioblasma gubernaculum,Green Blossom,Native,Absent,3 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Epioblasma torulosa gubernaculum has 9564199.7 acres in the HUC.,,06010206,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,3,EO,,,,,,
106584,2-106584,IMBIV16181,FWS-Freshwater Mussels,Epioblasma gubernaculum,Green Blossom,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%. FWS range for Epioblasma torulosa gubernaculum has 7388663.3 acres in the HUC.,,06010207,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
108120,2-108120,IMBIV39041,FWS-Freshwater Mussels,Theliderma cylindrica cylindrica,Rabbitsfoot,Native,Present,Both current and historic EOs in watershed. 8 EO(s) intersected watershed with an average confidence of 4. Max EO overlap: 100%. Avg EO overlap: 62.5%. FWS range for Theliderma cylindrica cylindrica has 25493.5 acres in the HUC.,,04100003,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,8,EO,,,,,,
106514,2-106514,AFCHA02034,FWS-Freshwater and Anadromous Fishes,Oncorhynchus kisutch pop. 4,Coho Salmon - Central California Coast,Native,Present,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,18060015,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
108120,2-108120,IMBIV39041,FWS-Freshwater Mussels,Theliderma cylindrica cylindrica,Rabbitsfoot,Native,Present,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,05030204,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
118738,2-118738,IMBIV16184,FWS-Freshwater Mussels,Epioblasma rangiana,Northern Riffleshell,Native,Absent,1 EO(s) intersected watershed with an average confidence of 5. Max EO overlap: 100%. Avg EO overlap: 100%.,,05140102,,,,,,,5,N19MJD01NAUS,"NatureServe, 2019",Y,1,EO,,,,,,
